YLR272C	-0.6734775	0.26369843	-0.9394366	-0.080060855	0.15259941	0.5927529	0.18292783	0.20151477	-0.16770104	-0.42183423	0.32728174	0.22259632	-0.6187097	0.02229155	0.13067532	-0.0080063	-0.10661678	-0.31822288	0.11842545	-0.04953688	-0.28727102	-0.53920645	-0.28151336	0.26630268	-0.22880563	0.42660388	-0.120938964	0.53854185	0.14468718	0.2838034	0.31727755	0.021449618	0.571101	-0.09026521	0.03772981	-0.23907876	-0.20231086	0.016940884	0.357191	0.11443693	-0.58896494	0.75589895	-0.17996685	0.44352773	0.48914546	0.24596146	0.049416058	-0.49271518	-0.040921275	-0.43374386	-0.55172044	-0.6065972	-0.5681731	0.31708163	-0.480245	-0.24496673	-0.4459768	-0.3646007	0.054725982	0.34870216	0.11869421	0.2100161	0.32001713	-0.5499515	-0.057386037	-0.54668736	-0.34780303	0.54662997	0.14032081	0.29501373	-0.16952719	-0.84835523	0.004081035	-0.09648232	-0.13558267	-0.5438158	-0.036739863	0.0969468	-0.27789354	0.09805599	0.36792895	-0.009521121	-0.007603855	0.38638568	-0.53158444	0.07252049	0.04128346	-0.24415402	0.08953948	-0.0008145505	0.32488903	-0.11326465	0.5086314	-0.33424783	-0.2958475	-0.77018714	-0.12317788	-0.23974629	-0.30815762	-0.22940794	-0.23332742	-0.3109842	0.059379093	-0.51891637	0.48024818	-0.30371615	0.34699786	0.22578546	0.25640583	-0.3787423	-0.69107383	-0.35149848	-0.28842196	-0.49178013	0.5242561	0.82446426	0.13776293	-0.093465336	0.17776991	0.40199348	0.15874581	0.16638629	0.47970852	-0.053907417	0.3370609	0.1297722	0.33912292	-0.064370334	
YBR081C	-0.05844892	0.43440562	-0.3306276	-0.30393407	-0.050758272	0.0044587827	-0.39033782	-0.050237514	-0.46324432	-0.53725874	0.6506749	0.42872536	-0.82001925	0.106830426	0.2257157	0.129236	-0.2327798	-0.19931334	-0.13690807	0.14762081	-0.21394621	-0.45571473	0.14895095	0.25479686	-0.150602	0.6335789	-0.25098172	0.27334797	0.035172254	-0.13845532	0.24443188	0.079513706	0.24052604	-0.13331011	-0.114725694	0.16337214	0.127236	0.11782961	0.52491206	0.41742012	-0.42330897	0.51157844	-0.1934393	0.21037684	0.18673898	0.06869955	0.29484147	-0.4039772	-0.40660065	-0.21818343	-0.49188036	0.09691384	-0.11813088	0.37195995	-0.056568984	-0.10253566	-0.2708358	0.09368664	-0.0215155	0.34851333	0.18693429	-0.10250744	0.27501312	0.08868155	0.44144922	-0.22522444	0.08528531	0.24904405	-0.29261905	0.054474626	-0.09300855	-0.9089681	-0.15295184	-0.3495905	-0.3449501	-0.4409573	-0.11261951	0.43413353	-0.097765625	0.43895006	0.14173123	-0.5492232	-0.2259272	0.629915	-0.5795836	0.46925178	0.12482354	-0.06678099	-0.039260212	-0.15231119	0.4328348	0.01379132	0.5900479	-0.14028178	0.035648547	-0.2991059	-0.8682241	-0.5159773	-0.04462392	-0.15617986	-0.7653467	-0.5311429	-0.10885392	-0.08294682	0.14751047	-0.6789615	0.30130726	0.0073049567	0.011497968	-0.5079515	-0.45197636	-0.3843439	-0.14113057	-0.2810549	-0.15159766	0.48795235	0.0115577085	0.23073119	0.547315	0.63800776	0.024442473	-0.19879273	-0.06219663	0.29928356	-0.019079639	-0.39590722	-0.071052834	-0.19740725	
YCR066W	-0.9160623	0.37762803	-1.2927499	0.13274321	0.14553367	0.38909945	0.10194032	-0.3901242	-0.04452855	-0.93662506	-0.08014999	0.5164137	0.19192004	-0.026859902	1.186476	0.01967114	0.30446032	-0.3171484	0.102808125	-0.20544766	-0.56737226	-0.33573237	-0.7381103	0.009111183	-0.43425184	-0.8108435	0.545297	0.18725684	0.62726915	0.008361708	0.5255679	-0.4137023	0.87437725	-0.22627777	0.5639685	-0.3933927	-0.66427004	-0.2985892	-0.11865804	0.2389405	0.027173089	1.2428278	-0.31828517	0.5839842	0.7606479	0.056778863	-0.26769447	-0.5534175	0.14960206	0.20342954	-0.7880697	-0.8321578	-0.45878714	0.3784603	-0.6851244	-0.035114884	-0.49876148	-0.42508656	0.3201773	0.1787231	-0.101445474	0.034060836	-0.40946224	-0.5973623	0.049691755	-0.3966627	-0.28566155	0.32744136	-0.02773986	0.48727155	0.6833862	-1.4729671	0.15439035	-0.14138949	0.52384204	-0.5738569	0.2909441	0.13690047	-0.23889631	0.033207063	0.77669334	-0.54480106	0.24004635	0.72150373	-0.3933414	-0.6137509	-0.04523033	-0.69677603	-0.24287304	-0.10961661	0.087575085	-0.5128956	0.18986301	-0.49874958	-0.31870618	0.15569244	-1.0022675	0.07979853	-0.10894169	0.8739524	-0.6661832	-0.35240874	0.57466775	-0.5996455	0.3605791	-0.06419046	0.72940004	-0.4778207	-0.5428098	-0.36428896	-1.1146665	-0.33606908	-0.8600175	-0.32395932	0.76739883	1.2202916	1.0623298	0.10537247	-0.30644688	0.9865384	-0.09928558	0.032618172	0.9356075	-0.043077257	0.5876906	0.18898267	0.9957682	-0.30432054	
YDL018C	-0.42064294	0.1312087	-1.1287628	0.21960214	0.21947716	0.8447499	-0.44955766	0.14146017	-0.33301768	-0.6109218	0.8082712	0.42307678	-1.385117	0.06030272	0.09211306	-0.47019327	0.30242085	0.05467857	-0.5674761	0.44106376	-0.45100668	-0.050370604	-0.09236278	-0.004321362	-0.49034876	0.81211	-0.040696345	0.66276175	-0.31756645	-0.24320515	0.51202357	0.019392435	-0.15384956	0.45570663	0.07946407	0.15469164	-0.3592907	0.2967272	0.6421854	0.072440945	-0.8696177	0.618662	-0.5208603	0.86317396	0.32300583	-0.1230642	0.23349461	-0.55332357	-0.17601636	-0.66770864	-0.46297264	-0.47700405	-0.364411	0.7310124	0.23611128	-0.48438358	-0.5366511	0.13886988	0.09177872	-0.13865595	-0.10343103	0.90201914	0.27256352	-0.6064621	0.34645092	-0.87772554	-0.33748809	1.0173532	-0.029471487	-0.4398406	-0.35890487	-0.22794272	0.014950514	-0.8980515	-0.013051742	0.0077781933	0.12171943	-0.3707213	-0.46867386	-0.20634045	0.057191364	0.080780946	0.3306751	0.20372055	-0.60590416	0.07173756	-0.13515665	-0.16868903	0.28382382	-0.2941702	0.14422429	0.4805508	0.3481898	-0.05449451	-0.09471018	-0.7056633	0.48410004	-0.18056145	0.082176305	-0.18155141	0.110672355	0.15930873	-0.15055218	-0.7387392	0.33931896	-0.51615876	0.6332556	0.28811514	0.031684306	-0.22205848	0.041538715	-0.5154507	-0.6262795	-0.90569276	0.054181945	0.5634744	0.3039527	-0.35974354	0.14950572	0.11003962	0.27786726	0.72410554	0.21349601	-0.16822207	0.92480344	0.12986313	-0.099665016	-0.63541573	
YGL111W	-0.7447997	-0.5412334	-0.31931946	0.2846916	-0.07397435	0.21915197	-0.08446549	-0.035144348	0.332563	0.00339987	0.21171826	0.25515273	-0.41516623	-0.26751873	0.104443364	0.021423703	0.24940185	-0.38839263	0.027196808	-0.04661044	0.28292817	0.07519383	-0.28938118	0.3729781	0.16569781	0.45101488	0.2428537	0.11293004	-0.30829853	0.4032091	0.07651453	-0.32337874	0.17836028	-0.050903242	0.014090284	-0.05323142	-0.07526123	-0.016013736	0.044561677	0.38969824	0.02772868	0.3648365	0.011533517	0.060716383	0.1237961	0.5520892	-0.064378716	-0.20285298	0.17917782	-0.20445044	-0.61205417	-0.41639823	-0.49533156	-0.0003260004	-0.036778316	0.03327261	0.06998806	-0.31607807	-0.10994592	0.46927416	-0.31684306	0.095837474	-0.32675558	-0.32669154	0.053009484	0.06823754	-0.18804422	0.38424918	0.21508265	-0.22204551	-0.045546133	-0.20839953	-0.1523219	0.115032144	0.12534393	-0.3030608	0.25943607	-0.30780888	-0.089296475	0.15676107	-0.026257452	-0.2030953	-0.11224326	0.7853855	-0.23459606	-0.06323692	-0.07838695	-0.42849904	0.092468746	0.26514402	0.00010162423	-0.08616127	0.08355851	0.18298443	-0.3528413	-0.38488364	0.32642958	-0.15323776	-0.036277473	-0.19703418	-0.18111514	0.1816603	0.4698065	0.2683976	0.28157932	-0.068114676	0.12035988	-0.08191772	-0.099972785	0.3031199	0.09907675	-0.10778708	-0.12830248	-0.19937138	0.13761805	-0.052669622	-0.14005797	-0.36130604	-0.40637693	-0.18978408	0.1807727	-0.059866652	-0.05810197	-0.02926907	-0.007957838	-0.17495699	0.0040884577	0.023347702	
YMR005W	0.045625385	0.34792855	-0.32190475	-0.33321854	-0.06769002	0.038310647	-0.2652383	-0.11635277	-0.56708586	-0.39163983	0.75810057	0.4331336	-0.8124981	-0.020118834	0.27357695	0.0038037132	-0.2349866	-0.25037906	-0.21972547	0.17636573	-0.124646224	-0.47378492	0.33897412	0.2750987	-0.12861785	0.61379236	-0.34118873	0.2211506	0.093471035	0.033766612	0.12047551	0.24964568	0.11477693	-0.023901835	-0.35103968	-0.057313528	0.25769237	0.2554997	0.54417855	0.30031696	-0.33112776	0.58227175	-0.2841741	-0.044085976	0.20771372	0.15782097	0.41261765	-0.36032805	-0.31989872	-0.31166813	-0.35581648	-0.027709836	-0.13400704	0.35774446	-0.0730359	0.10295078	-0.27121618	0.01942662	0.0128934905	0.42855793	0.25993362	-0.17185315	0.47159642	0.116054386	0.4815423	-0.33585468	-0.054121826	0.32754296	-0.21025363	0.043119438	-0.2328879	-1.015845	-0.09973374	-0.38202515	-0.5153436	-0.5579671	-0.10533269	0.59847647	-0.08469988	0.5406222	0.08805834	-0.46109748	-0.1935836	0.5347088	-0.5095116	0.5038731	0.064995416	-0.06567177	0.12911081	-0.102684766	0.23988812	-0.1591485	0.5428015	-0.30749	0.00036136582	-0.3058059	-0.8783107	-0.40952742	-0.026787749	-0.30629596	-0.7739967	-0.47181258	-0.12675919	0.024973553	0.1924833	-0.77502304	0.33825463	-0.04080562	0.004859998	-0.53765804	-0.47207117	-0.33357742	0.02088942	-0.23346141	0.05388658	0.4059208	0.029815676	0.3540104	0.5938674	0.73732674	0.061142605	-0.24861015	0.103395484	0.18238975	0.09062314	-0.41248804	-0.11241124	-0.20646018	
YPR131C	-0.5535154	-0.008313114	-1.2931125	0.91480637	-0.05606229	0.1995775	0.5086369	-0.20714381	0.45841882	-0.41600955	0.41940716	0.41247237	-0.41795978	0.62368	0.378972	0.3062854	-0.40325013	-0.89396596	0.28239036	-0.0016868823	-0.49165142	-0.6768351	-0.20285618	0.08568775	-0.012404105	-0.10267947	0.03562879	1.1032132	0.5515236	-0.6012983	-0.13025093	-0.54072106	0.6975885	-0.2142656	-0.16689035	-0.6685061	0.03343171	0.19351712	-0.28580114	0.23352857	-0.58517134	0.824705	-0.21408674	0.5407092	1.0524173	1.2218355	0.03198424	-0.2901928	-0.08188769	-0.18354346	-0.79414207	-1.0321609	-0.54648346	0.04602096	-0.38634947	-0.58233154	-1.1207265	-0.0870257	-0.08701002	-0.031972386	0.34325507	-0.58673483	-0.1855123	0.48762593	-0.21036503	-0.50839496	-1.2654096	0.4781547	0.10441998	0.85330445	0.0026005388	-1.494246	-0.51995623	-0.5606308	0.3253128	-0.31468073	0.08832767	0.23058617	-0.40802515	0.42281505	0.37569106	-0.29499796	-0.12326339	0.7193272	-0.9052042	0.44581822	-0.057501227	-0.47069487	-1.0774208	-0.16482517	0.702642	-0.5955383	-0.35944957	-0.6303447	-0.5034109	-0.27001262	-0.6483696	-0.2884841	0.32293668	0.11904529	-0.66277146	-0.64873534	0.3166683	-0.50733685	0.49016598	-0.8481524	0.63867897	-0.48542982	-0.027337722	-0.2535005	-0.9120265	-0.32292956	-0.6072686	-0.009947499	0.3172072	0.54709584	0.34300607	-0.0066285287	0.42547432	0.5767847	0.1446712	-0.15696539	0.2227	0.499114	-0.019979803	-0.19660579	0.43364397	-0.66421086	
YGR232W	-0.34854832	0.08955731	-0.5508244	-0.16315483	-0.1728168	0.4157212	0.04312534	-0.19187228	0.08921782	-0.57380307	-0.08078655	0.3998545	-0.1485507	0.065848276	0.19637598	-0.2340576	-0.13050584	-0.32744592	0.16190362	-0.19923547	-0.36561543	-0.47189236	-0.282999	0.26898155	-0.044501808	0.43925408	0.17548117	0.28588572	0.024069432	-0.2171208	0.67115444	0.15749724	0.16118544	0.018086065	0.052856255	-0.13937767	-0.23485224	0.19407998	0.15656398	0.14892451	-0.055021167	1.0025134	0.2764762	0.14454712	0.36124066	-0.37063333	0.4733458	-0.35839817	-0.11047138	-0.24480683	-0.023517149	-0.16036044	-0.2341438	-0.008254924	-0.36823475	0.108743764	-0.36938664	0.1340081	0.04363614	0.048933778	-0.04416229	0.5040578	0.75367635	0.028141707	-0.011670005	-0.33207336	-0.69522107	0.6352068	0.043134797	-0.005797988	-0.28733566	-0.7205283	-0.22452141	-0.054246835	-0.07796197	-0.09614191	0.37628764	-0.24596566	-0.030992009	0.29155448	-0.033911217	-0.22674099	-0.14830397	0.50057334	-0.87651294	0.13521756	-0.27695283	-0.6105832	-0.49297342	-0.37282768	0.18063655	0.49341312	-0.05805582	-0.60926706	-0.83492243	-0.5122299	-0.063878745	0.02610107	-0.12718742	-0.037586275	0.3830834	-0.65529734	-0.21579218	-0.1363199	0.12240345	-0.21089049	0.21777707	0.18597482	-0.041444216	0.22994298	-0.62301874	-0.38982123	-0.44677395	-0.4645498	0.5793421	0.30147716	0.5852856	-0.3272908	0.53476226	0.26977143	0.7213035	0.12847257	0.42004558	0.05295307	0.3421347	0.42922714	-0.023463584	-0.47651386	
YDR145W	0.02456695	0.5111157	-0.33591422	-0.33273488	-0.015156798	0.06324712	-0.23480779	-0.15365188	-0.43283775	-0.44321764	0.67195266	0.36326513	-0.7971207	0.20654678	0.32894352	-0.01272271	-0.31908646	-0.15416339	-0.09146319	0.21620774	-0.17103454	-0.4052466	0.30636418	0.17768069	-0.15217966	0.606311	-0.37242877	0.16537406	0.030836077	-0.16756855	0.022895945	0.14896871	0.14904448	-0.05727952	-0.17759775	0.051078152	0.21120058	0.35019183	0.5777492	0.2993965	-0.38828954	0.5873354	-0.35754275	0.17020783	0.167479	0.20272239	0.3183	-0.43006018	-0.321148	-0.15208155	-0.28940707	-0.040137995	-0.048171625	0.31928968	-0.1795481	-0.046574503	-0.21864139	-0.03671354	0.11796552	0.2785084	0.2776547	-0.019833794	0.3496046	0.1467073	0.4264019	-0.32292303	0.05565103	0.29609993	-0.17574798	0.00991752	-0.17036024	-0.7846073	-0.0636749	-0.35663882	-0.41207406	-0.31260338	-0.114640065	0.4349487	-0.20418301	0.47339016	0.24564713	-0.44782257	-0.24150378	0.5661994	-0.34641373	0.51045674	0.12279485	0.0013529301	0.13043727	-0.0769123	0.41401255	-0.1689046	0.5298367	-0.32739896	-0.0012871809	-0.29756352	-0.87092495	-0.48473403	-0.002579551	-0.33200735	-0.81461304	-0.6924059	0.0023715184	-0.061945528	0.0492706	-0.73920065	0.3365137	0.089967854	0.012690137	-0.60690826	-0.34710017	-0.45932558	-0.12970082	-0.28341925	0.004450031	0.4896581	0.005075878	0.2057755	0.4400543	0.83278036	0.1338509	-0.08301391	0.058038097	0.18886138	0.14937818	-0.33046842	0.08305059	-0.14399359	
YIL076W	-1.0155472	0.02678285	-0.5079457	-0.07548642	-0.27527758	0.18235154	0.39530855	-0.016351312	-0.37687677	-0.77466416	0.27517852	-0.01169244	-0.55911255	0.06516876	0.1872284	0.15675744	-0.48016217	-0.07180799	0.13511147	0.1026531	-0.6306033	-0.97383344	-0.7422138	1.0248053	-0.5716316	0.28304926	-0.3197105	0.55271137	-0.2632407	0.26469925	-0.43717963	0.07406091	1.0329298	-0.28829163	0.36226416	0.17255245	-0.27169678	0.12769176	0.9067567	0.101086184	-0.36105913	0.6848536	0.10370711	0.69164985	0.25758365	0.48896316	0.2851235	-0.13274847	0.47296265	0.16431959	-0.10621412	-0.7022707	-0.7513177	0.49449214	-0.39741528	-0.24863	0.060269378	-0.21490856	-0.0654322	0.14393282	0.39895678	-0.24630669	0.19898912	-0.83756316	0.10095741	-0.2947788	-0.61692375	0.45336163	0.14385626	0.09021033	-0.5040745	-0.83341616	0.2523235	-0.23413695	0.18592623	-0.15389779	-0.06729109	0.07159162	0.1507836	-0.12751499	0.71051645	0.08866824	0.28967655	0.41263968	-0.38779336	-0.21910049	-0.31746554	0.09928875	0.035827197	0.3408709	0.29758677	-0.14330469	0.28179318	-0.024062485	-0.25430113	-0.6181837	0.039698187	-0.06990221	0.32788768	-0.25334463	0.4751324	-0.12733005	-0.30580398	-0.72960335	0.5423174	0.089643635	-0.06134082	0.28417686	-0.1815057	-0.26616004	-0.8317796	-0.30026037	-0.60555726	-0.56131583	0.6209408	0.8382275	0.46891096	0.32356364	0.29140645	0.20161016	0.25713554	0.5593492	0.42033377	0.2510316	0.67972517	0.9035457	0.3930569	0.102664515	
